organisation,launch_location,mission_details,mission_status,date
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1630,Success,27/02/1985
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Cosmos 1629,Success,21/02/1985
Arianespace,France,"Ariane 3 | Arabsat-1A, Brasilsat-A1",Success,08/02/1985
Martin Marietta,USA,Titan III(34)B Agena-D | Quasar 6 (USA-9),Success,08/02/1985
RVSN USSR,Russia,Tsyklon-3 | Meteor-2 n°12,Success,06/02/1985
RVSN USSR,Russia,Soyuz U | Cosmos 1628,Success,06/02/1985
RVSN USSR,Russia,Cosmos-3M | Cosmos 1627,Success,01/02/1985
NASA,USA,Space Shuttle Discovery | STS-51-C,Success,24/01/1985
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1626,Success,24/01/1985
RVSN USSR,Kazakhstan,Tsyklon-2 | Cosmos 1625,Success,23/01/1985
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Gorizont 11,Success,18/01/1985
RVSN USSR,Russia,Cosmos-3M | Cosmos 1624,Success,17/01/1985
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1623,Success,16/01/1985
RVSN USSR,Russia,Molniya-M /Block ML | Molniya-3 n°114,Success,16/01/1985
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1617 to 1622,Success,15/01/1985
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1616,Success,09/01/1985
ISAS,Japan,Mu-III S2 | Sakigake,Success,07/01/1985
Martin Marietta,USA,Titan 34D | DSP-12 (USA-7),Success,22/12/1984
RVSN USSR,Kazakhstan,Proton-K/Block D-1 | Vega 2,Success,21/12/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1615,Success,20/12/1984
RVSN USSR,Russia,K65M-RB5 | Cosmos 1614 (BOR-4),Success,19/12/1984
RVSN USSR,Kazakhstan,Proton-K/Block D-1 | Vega 1,Success,15/12/1984
RVSN USSR,Russia,Molniya-M /Block ML | Molniya-1 n°113,Success,14/12/1984
General Dynamics,USA,Atlas-E/F Star-37S-ISS | NOAA-F,Success,12/12/1984
Martin Marietta,USA,Titan 34D | KH-11 6 (USA-6),Success,04/12/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1613,Success,29/11/1984
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1612,Partial Failure,27/11/1984
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1611,Success,21/11/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1610,Success,15/11/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1609,Success,14/11/1984
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1608,Success,14/11/1984
US Air Force,USA,Delta 3914 | NATO 3D,Success,14/11/1984
Arianespace,France,"Ariane 3 | Spacenet 2, MARECS-2",Success,10/11/1984
NASA,USA,Space Shuttle Discovery | STS-51-A,Success,08/11/1984
RVSN USSR,Kazakhstan,Tsyklon-2 | Cosmos 1607,Success,31/10/1984
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1606,Success,18/10/1984
US Air Force,USA,Scout G1 | Nova,Success,12/10/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1605,Success,11/10/1984
NASA,USA,Space Shuttle Challenger | STS-41-G,Success,05/10/1984
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1604,Success,04/10/1984
RVSN USSR,Kazakhstan,Proton K/Block-DM-2 | Cosmos 1603,Success,28/09/1984
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1602,Success,28/09/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1601,Success,27/09/1984
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1600,Success,27/09/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1599,Success,25/09/1984
US Air Force,USA,Delta 3920 | Galaxy-3,Success,21/09/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1598,Success,13/09/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1597,Success,13/09/1984
CASC,China,Long March 2C | FSW-0 6,Success,12/09/1984
General Dynamics,USA,Atlas-E/F SGS-2 | GPS-10 (USA-5),Success,08/09/1984
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1596,Success,07/09/1984
RVSN USSR,Kazakhstan,"Proton K/Block-DM-2 | Cosmos 1593, 1594 & 1595",Success,04/09/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1592,Success,04/09/1984
NASA,USA,Space Shuttle Discovery | STS-41-D,Success,30/08/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1591,Success,30/08/1984
Martin Marietta,USA,Titan III(34)B Agena-D | Quasar 5 (USA-4),Success,28/08/1984
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Ekran 13,Success,24/08/1984
RVSN USSR,Russia,Molniya-M /Block ML | Molniya-1 n°112,Success,24/08/1984
US Air Force,USA,Delta 3924 | Explorer 65 (CCE),Success,16/08/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1590,Success,16/08/1984
RVSN USSR,Kazakhstan,Soyuz U | Progress 23,Success,14/08/1984
RVSN USSR,Russia,Molniya-M /Block ML | Molniya-1 n°111,Success,10/08/1984
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1589,Success,08/08/1984
RVSN USSR,Kazakhstan,Tsyklon-2 | Cosmos 1588,Success,07/08/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1587,Success,06/08/1984
Arianespace,France,"Ariane 3 | Eutelsat-1 F2, Télécom 1A",Success,04/08/1984
MHI,Japan,N-II Star-37E | Himawari 3,Success,02/08/1984
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1586,Success,02/08/1984
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Gorizont 10,Success,01/08/1984
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1585,Success,31/07/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1584,Success,27/07/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1583,Success,24/07/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1582,Success,19/07/1984
RVSN USSR,Kazakhstan,Soyuz U2 | Soyuz T-12,Success,17/07/1984
RVSN USSR,Russia,Tsyklon-3 | Meteor-2 n°11,Success,05/07/1984
RVSN USSR,Russia,K65M-RB5 | BOR-4 n°402,Success,04/07/1984
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1581,Success,03/07/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1580,Success,29/06/1984
RVSN USSR,Kazakhstan,Tsyklon-2 | Cosmos 1579,Success,29/06/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1578,Success,28/06/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1577,Success,27/06/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1576,Success,26/06/1984
Martin Marietta,USA,Titan 34D | KH-9 (USA-2) & Farrah 2 (USA-3),Success,25/06/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1575,Success,22/06/1984
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Raduga 15,Success,22/06/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1574,Success,21/06/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1573,Success,19/06/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1572,Success,15/06/1984
General Dynamics,USA,Atlas-E/F SGS-2 | GPS-9 (USA-1),Success,13/06/1984
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1571,Success,11/06/1984
General Dynamics,USA,Atlas-G Centaur-D1AR | Intelsat 509,Failure,09/06/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1570,Success,08/06/1984
RVSN USSR,Russia,K65M-RB5 | BOR-5 n°501,Success,06/06/1984
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1569,Success,06/06/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1568,Success,01/06/1984
RVSN USSR,Kazakhstan,Tsyklon-2 | Cosmos 1567,Success,30/05/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1559 to 1566,Success,28/05/1984
RVSN USSR,Kazakhstan,Soyuz U | Progress 22,Success,28/05/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1558,Success,25/05/1984
Arianespace,France,Ariane 1 | Spacenet F1,Success,23/05/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1557,Success,22/05/1984
RVSN USSR,Kazakhstan,"Proton K/Block-DM-2 | Cosmos 1554, 1555 & 1556",Success,19/05/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1553,Success,17/05/1984
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1552,Success,14/05/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1551,Success,11/05/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1550,Success,11/05/1984
RVSN USSR,Kazakhstan,Soyuz U | Progress 21,Success,07/05/1984
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Gorizont 9,Success,22/04/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1549,Success,19/04/1984
US Air Force,USA,Titan III(24)B | OPS 8424,Success,17/04/1984
RVSN USSR,Kazakhstan,Soyuz U2 | Progress 20,Success,15/04/1984
Martin Marietta,USA,Titan 34D | DSP-11,Success,14/04/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1548,Success,10/04/1984
CASC,China,Long March 3 | DFH-2 02,Success,08/04/1984
NASA,USA,Space Shuttle Challenger | STS-41-C,Success,06/04/1984
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1547,Success,04/04/1984
RVSN USSR,Kazakhstan,Soyuz U | Soyuz T-11,Success,03/04/1984
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Cosmos 1546,Success,29/03/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1545,Success,21/03/1984
RVSN USSR,Russia,Molniya-M /Block ML | Molniya-1 n°110,Success,16/03/1984
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Ekran 12,Success,16/03/1984
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1544,Success,15/03/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1543,Success,10/03/1984
RVSN USSR,Kazakhstan,Soyuz U2 | Cosmos 1542,Success,07/03/1984
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1541,Success,06/03/1984
ESA,France,Ariane 1 | Intelsat 508,Success,05/03/1984
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Cosmos 1540,Success,02/03/1984
US Air Force,USA,Delta 3920 | Landsat 5 & OSCAR-11,Success,01/03/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1539,Success,28/02/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1538,Success,21/02/1984
RVSN USSR,Kazakhstan,Soyuz U | Progress 19,Success,21/02/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1537,Success,16/02/1984
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Raduga 14,Success,15/02/1984
ISAS,Japan,Mu-III S | Ohzora,Success,14/02/1984
RVSN USSR,Kazakhstan,Soyuz U | Soyuz T-10,Success,08/02/1984
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1536,Success,08/02/1984
General Dynamics,USA,Atlas-H MSD | NOSS-7,Success,05/02/1984
NASA,USA,Space Shuttle Challenger | STS-41-B,Success,03/02/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1535,Success,02/02/1984
Martin Marietta,USA,Titan 34D | OPS-0441 (Vortex),Success,31/01/1984
CASC,China,Long March 3 | DFH-2 01,Partial Failure,29/01/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1534,Success,26/01/1984
RVSN USSR,Kazakhstan,Soyuz U2 | Cosmos 1533,Success,26/01/1984
MHI,Japan,N-II Star-37E | Yuri 2a,Success,23/01/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1532,Success,13/01/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1531,Success,11/01/1984
RVSN USSR,Russia,Soyuz U | Cosmos 1530,Success,11/01/1984
RVSN USSR,Russia,Cosmos-3M | Cosmos 1522 to 1529,Success,05/01/1984
RVSN USSR,Kazakhstan,"Proton K/Block-DM-2 | Cosmos 1519, 1520 & 1521",Success,29/12/1983
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1518,Success,28/12/1983
RVSN USSR,Russia,K65M-RB5 | Cosmos 1517 (BOR-4),Success,27/12/1983
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1516,Success,27/12/1983
RVSN USSR,Russia,Molniya-M /Block ML | Molniya-3 n°109,Success,21/12/1983
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1515,Success,15/12/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1514,Success,14/12/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1513,Success,08/12/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1512,Success,07/12/1983
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Gorizont 8,Success,30/11/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1511,Success,30/11/1983
NASA,USA,Space Shuttle Columbia | STS-9,Success,28/11/1983
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1510,Success,24/11/1983
RVSN USSR,Russia,Molniya-M /Block ML | Molniya-1 n°108,Success,23/11/1983
General Dynamics,USA,Atlas-E/F Star-37S-ISS | DMSP 5D-2/F7,Success,18/11/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1509,Success,17/11/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1508,Success,11/11/1983
RVSN USSR,Kazakhstan,Tsyklon-2 | Cosmos 1507,Success,29/10/1983
RVSN USSR,Russia,Vostok-2M | Meteor-2 n°11,Success,28/10/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1506,Success,26/10/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1505,Success,21/10/1983
RVSN USSR,Kazakhstan,Soyuz U | Progress 18,Success,20/10/1983
ESA,France,Ariane 1 | Intelsat 507,Success,19/10/1983
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1504,Success,14/10/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1503,Success,12/10/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1502,Success,05/10/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1501,Success,30/09/1983
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Ekran 11,Success,29/09/1983
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1500,Success,28/09/1983
RVSN USSR,Kazakhstan,Soyuz U | Soyuz T-10-1,Prelaunch Failure,26/09/1983
US Air Force,USA,Delta 3920 | Galaxy 2,Success,22/09/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1499,Success,17/09/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1498,Success,14/09/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1497,Success,09/09/1983
US Air Force,USA,Delta 3920 | Satcom 7,Success,08/09/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1496,Success,07/09/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1495,Success,03/09/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1494,Success,31/08/1983
RVSN USSR,Russia,Molniya-M /Block ML | Molniya-3 n°107,Success,30/08/1983
NASA,USA,Space Shuttle Challenger | STS-8,Success,30/08/1983
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Raduga 13,Success,25/08/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1493,Success,23/08/1983
CASC,China,Long March 2C | FSW-0 5,Success,19/08/1983
RVSN USSR,Kazakhstan,Soyuz U | Progress 17,Success,17/08/1983
RVSN USSR,Kazakhstan,"Proton K/Block-DM-2 | Cosmos 1490, 1491 & 1492",Success,10/08/1983
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1489,Success,10/08/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1488,Success,09/08/1983
MHI,Japan,N-II Star-37E | Sakura 2b,Success,05/08/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1487,Success,05/08/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1486,Success,03/08/1983
Martin Marietta,USA,Titan III(34)B Agena-D | Jumpseat 7,Success,31/07/1983
US Air Force,USA,Delta 3920 | Telstar-3A,Success,28/07/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1485,Success,26/07/1983
RVSN USSR,Kazakhstan,Vostok-2M | Cosmos 1484,Success,24/07/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1483,Success,20/07/1983
RVSN USSR,Kazakhstan,Molniya-M /Block ML | Molniya-1 n°106,Success,19/07/1983
General Dynamics,USA,Atlas-E/F SGS-2 | GPS-8,Success,14/07/1983
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1482,Success,13/07/1983
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1481,Success,08/07/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1473 to 1480,Success,06/07/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1472,Success,05/07/1983
RVSN USSR,Kazakhstan,Molniya-M /Block SO-L | Prognoz n°9,Success,01/07/1983
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Gorizont 7,Success,30/06/1983
US Air Force,USA,Delta 3920 | Galaxy 1,Success,28/06/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1471,Success,28/06/1983
US Air Force,USA,Scout G1 | HILAT,Success,27/06/1983
RVSN USSR,Kazakhstan,Soyuz U | Soyuz T-9,Success,27/06/1983
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1470,Success,22/06/1983
Martin Marietta,USA,Titan 34D | KH9-18,Success,20/06/1983
NASA,USA,Space Shuttle Challenger | STS-7,Success,18/06/1983
ESA,France,Ariane 1 | ECS 1 & Amsat P3B,Success,16/06/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1469,Success,14/06/1983
General Dynamics,USA,Atlas-H MSD | NOSS-6,Success,09/06/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1468,Success,07/06/1983
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Venera 16,Success,07/06/1983
RVSN USSR,Kazakhstan,Proton-K/Block D-1 | Venera 15,Success,02/06/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1467,Success,31/05/1983
US Air Force,USA,Delta 3914 | EXOSAT,Success,26/05/1983
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1466,Success,26/05/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1465,Success,26/05/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1464,Success,24/05/1983
General Dynamics,USA,Atlas-SLV3D Centaur-D1AR | Intelsat 506,Success,19/05/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1463,Success,19/05/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1462,Success,17/05/1983
RVSN USSR,Kazakhstan,Tsyklon-2 | Cosmos 1461,Success,07/05/1983
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1460,Success,06/05/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1459,Success,06/05/1983
RVSN USSR,Russia,K65M-RB5 | BOR-5 n°500,Success,04/05/1983
US Air Force,USA,Delta 3914 | GOES-F,Success,28/04/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1458,Success,28/04/1983
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1457,Success,26/04/1983
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1456,Success,25/04/1983
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1455,Success,23/04/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1454,Success,22/04/1983
RVSN USSR,Kazakhstan,Soyuz U | Soyuz T-8,Success,20/04/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1453,Success,19/04/1983
ISRO,India,SLV-3 | Rohini RS-D2,Success,17/04/1983
US Air Force,USA,Titan III(24)B | OPS 2925,Success,15/04/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1452,Success,12/04/1983
US Air Force,USA,Delta 3924 | Satcom 6,Success,11/04/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1451,Success,08/04/1983
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Raduga 12,Success,08/04/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1450,Success,06/04/1983
NASA,USA,Space Shuttle Challenger | STS-6,Success,04/04/1983
RVSN USSR,Kazakhstan,Molniya-M /Block ML | Molniya-1 n°105,Success,02/04/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1449,Success,31/03/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1448,Success,30/03/1983
General Dynamics,USA,Atlas-E/F Star-37S-ISS | NOAA-E,Success,28/03/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1447,Success,24/03/1983
RVSN USSR,Kazakhstan,Proton-K/Block D-1 | Astron,Success,23/03/1983
RVSN USSR,Russia,Molniya-M /Block ML | Molniya-1 n°104,Success,16/03/1983
RVSN USSR,Kazakhstan,Soyuz U2 | Cosmos 1446,Success,16/03/1983
RVSN USSR,Russia,K65M-RB5 | Cosmos 1445 (BOR-4),Success,15/03/1983
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Ekran 10,Success,12/03/1983
RVSN USSR,Russia,Molniya-M /Block ML | Molniya-3 n°103,Success,11/03/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1444,Success,02/03/1983
RVSN USSR,Kazakhstan,Proton-K | Cosmos 1443 (TKS),Success,02/03/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1442,Success,25/02/1983
ISAS,Japan,Mu-III S | Tenma,Success,20/02/1983
RVSN USSR,Russia,Vostok-2M | Cosmos 1441,Success,16/02/1983
RVSN USSR,Russia,Soyuz U | Cosmos 1440,Success,10/02/1983
General Dynamics,USA,Atlas-H MSD | NOSS-5,Success,09/02/1983
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1439,Success,06/02/1983
MHI,Japan,N-II Star-37E | Sakura 2a,Success,04/02/1983
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1438,Success,27/01/1983
US Air Force,USA,Delta 3910 | IRAS & PIX-2,Success,26/01/1983
RVSN USSR,Russia,Cosmos-3M | Taïfoun n°32,Failure,25/01/1983
RVSN USSR,Russia,Vostok-2M | Cosmos 1437,Success,20/01/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1429 to 1436,Success,19/01/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1428,Success,12/01/1983
RVSN USSR,Russia,Cosmos-3M | Cosmos 1427,Success,29/12/1982
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1426,Success,28/12/1982
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Raduga n°22L,Failure,24/12/1982
RVSN USSR,Kazakhstan,Soyuz U2 | Cosmos 1425,Success,23/12/1982
General Dynamics,USA,Atlas-E/F Star-37S-ISS | DMSP 5D-2/F6,Success,21/12/1982
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1424,Success,16/12/1982
RVSN USSR,Russia,Vostok-2M | Meteor-2 n°10,Success,14/12/1982
RVSN USSR,Kazakhstan,Molniya-M /Block ML | Cosmos 1423,Partial Failure,08/12/1982
RVSN USSR,Russia,Soyuz U | Cosmos 1422,Success,03/12/1982
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Raduga 11,Success,26/11/1982
RVSN USSR,Russia,Cosmos-3M | Strela-1M satellites,Failure,24/11/1982
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1421,Success,18/11/1982
Martin Marietta,USA,Titan IIID | KH-11 5,Success,17/11/1982
NASA,USA,Space Shuttle Columbia | STS-5,Success,11/11/1982
RVSN USSR,Russia,Cosmos-3M | Cosmos 1420,Success,11/11/1982
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1419,Success,02/11/1982
RVSN USSR,Kazakhstan,Soyuz U | Progress 16,Success,31/10/1982
Martin Marietta,USA,Titan 34D | DSCS-II-15 + DSCS-III-A1,Success,30/10/1982
US Air Force,USA,Delta 3924 | Satcom 5,Success,28/10/1982
RVSN USSR,Russia,Cosmos-3M | Cosmos 1418,Success,21/10/1982
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Gorizont 6,Success,20/10/1982
RVSN USSR,Russia,Cosmos-3M | Cosmos 1417,Success,19/10/1982
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1416,Success,14/10/1982
RVSN USSR,Kazakhstan,"Proton K/Block-DM-2 | Cosmos 1413, 1414 & 1415",Success,12/10/1982
RVSN USSR,Kazakhstan,Tsyklon-2 | Cosmos 1412,Success,02/10/1982
RVSN USSR,Russia,Soyuz U | Cosmos 1411,Success,30/09/1982
General Dynamics,USA,Atlas-SLV3D Centaur-D1AR | Intelsat 505,Success,28/09/1982
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1410,Success,24/09/1982
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1409,Success,22/09/1982
RVSN USSR,Kazakhstan,Soyuz U | Progress 15,Success,18/09/1982
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Ekran 9,Success,16/09/1982
RVSN USSR,Russia,Tsyklon-3 | Cosmos 1408,Success,16/09/1982
RVSN USSR,Russia,Soyuz U | Cosmos 1407,Success,15/09/1982
CASC,China,Long March 2C | FSW-0 4,Success,09/09/1982
ESA,France,Ariane 1 | MARCES-B & Sirio-2,Failure,09/09/1982
RVSN USSR,Russia,Soyuz U | Cosmos 1406,Success,08/09/1982
RVSN USSR,Kazakhstan,Tsyklon-2 | Cosmos 1405,Success,04/09/1982
MHI,Japan,N-I | Kiku 4,Success,03/09/1982
RVSN USSR,Russia,Soyuz U | Cosmos 1404,Success,01/09/1982
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1403,Success,01/09/1982
RVSN USSR,Russia,Cosmos-3M | Strela-2M satellite,Success,30/08/1982
RVSN USSR,Kazakhstan,Tsyklon-2 | Cosmos 1402,Success,30/08/1982
RVSN USSR,Russia,Molniya-M /Block ML | Molniya-3 n°101,Success,27/08/1982
US Air Force,USA,Delta 3920 | Anik D1,Success,26/08/1982
RVSN USSR,Russia,Soyuz U | Cosmos 1401,Success,20/08/1982
RVSN USSR,Kazakhstan,Soyuz U | Soyuz T-7,Success,19/08/1982
RVSN USSR,Russia,Vostok-2M | Cosmos 1400,Success,05/08/1982
RVSN USSR,Kazakhstan,Soyuz U | Cosmos 1399,Success,04/08/1982
RVSN USSR,Russia,Soyuz U | Cosmos 1398,Success,03/08/1982
RVSN USSR,Russia,Cosmos-3M | Cosmos 1397,Success,29/07/1982
RVSN USSR,Russia,Soyuz U | Cosmos 1396,Success,27/07/1982
RVSN USSR,Kazakhstan,Proton-K/Block-DM | Ekran n°23L,Failure,22/07/1982
RVSN USSR,Kazakhstan,Molniya-M /Block ML | Molniya-1 n°100,Success,21/07/1982
RVSN USSR,Russia,Cosmos-3M | Cosmos 1388 to 1395,Success,21/07/1982
US Air Force,USA,Delta 3920 | Landsat 4,Success,16/07/1982
RVSN USSR,Russia,Soyuz U | Cosmos 1387,Success,13/07/1982
RVSN USSR,Kazakhstan,Soyuz U | Progress 14,Success,10/07/1982
RVSN USSR,Russia,Cosmos-3M | Cosmos 1386,Success,07/07/1982
RVSN USSR,Russia,Soyuz U | Cosmos 1385,Success,06/07/1982
RVSN USSR,Russia,Soyuz U | Cosmos 1384,Success,30/06/1982
RVSN USSR,Russia,Cosmos-3M | Cosmos 1383,Success,29/06/1982
NASA,USA,Space Shuttle Columbia | STS-4,Success,27/06/1982
RVSN USSR,Russia,Molniya-M /Block 2BL | Cosmos 1382,Success,25/06/1982
